route_id,courier_id,date,feature_type,route_start_time,dsi,speed_strain,load_strain,order_rate,avg_interval,continuous_orders,load_intensity,act_entropy,avg_speed,spd_dev,task_density,nav_ratio,task_per_km,route_curvature,weather_score,time_period,congestion_index,no_act,r_dur_all,r_dis_all,rider_lvl,rider_spd,max_load,weather_raw,acc_orders_today,acc_distance_today,acc_time_today
14308,10007871,2020-02-07,route,1581046274.0,4.37360351117191,0.7912011703906368,1.0,9.30232558139535,411.1875,6,1.0,1.263933429052825,2.531843745250038,0.9385739608350461,0.15503875968992248,0.5448633690764442,1.0205919433271298,8.924570354497234,0,lunch_peak,0.3670390636874905,17.0,6579.0,16657.0,2.0,4.938573960835046,11.0,极恶劣天气,1,16.657,1.8275
14309,10007871,2020-02-07,route,1581053774.0,2.352850113803722,0.4812530682376043,0.45454545454545453,8.836524300441827,509.25,4,0.45454545454545453,1.5219280944545537,1.540009818360334,0.9385739608350461,0.14727540500736375,0.33992222942320155,1.593879502709595,3.6078564765104066,0,day_off_peak,0.6149975454099166,5.0,2037.0,3137.0,2.0,4.938573960835046,11.0,正常天气,2,19.794,2.3933333333333335
14310,10007871,2020-02-07,route,1581056054.0,3.7406758696226916,0.943861653510594,0.45454545454545453,7.478188616535105,601.75,2,0.45454545454545453,1.5219280944545537,3.020357291233901,0.9385739608350461,0.12463647694225176,0.514913341394599,0.687757909215956,1.5623626272801345,0,day_off_peak,0.2449106771915247,5.0,2407.0,7270.0,2.0,4.938573960835046,11.0,正常天气,3,27.064,3.0619444444444444
14311,10012191,2020-02-07,route,1581049909.0,3.02877030162413,0.54292343387471,0.7,11.693735498839908,359.1666666666667,6,0.7,1.4488156352923758,1.737354988399072,0.3550611745183243,0.1948955916473318,0.46192259675405745,1.8696581196581195,1.9862459885121788,0,lunch_peak,0.5656612529002321,7.0,2155.0,3744.0,3.0,4.855061174518324,10.0,极恶劣天气,1,3.744,0.5986111111111111
14312,10012191,2020-02-07,route,1581055069.0,2.888693820224719,0.629564606741573,0.5,6.741573033707865,667.5,2,0.5,1.5219280944545537,2.0146067415730338,0.3550611745183243,0.11235955056179775,0.4774951076320939,0.9295408068414204,2.109678885982419,0,day_off_peak,0.49634831460674156,5.0,2670.0,5379.0,3.0,4.855061174518324,10.0,正常天气,2,9.123,1.3402777777777777
14313,10012191,2020-02-07,route,1581075409.0,2.63296178343949,0.5443205944798302,0.5,7.643312101910828,588.75,3,0.5,1.5219280944545537,1.7418259023354565,0.3550611745183243,0.12738853503184713,0.4693555655700766,1.2189176011701608,1.7565674241966025,0,night,0.5645435244161359,5.0,2355.0,4102.0,3.0,4.855061174518324,10.0,正常天气,3,13.225,1.9944444444444445
14314,10012508,2020-02-07,route,1581043744.0,4.154965753424658,0.7183219178082192,1.0,7.984344422700587,479.0625,8,1.0,1.263933429052825,2.2986301369863016,0.5966925073974467,0.13307240704500978,0.5261791432280398,0.9648674726147909,5.303824965671713,0,day_off_peak,0.4253424657534246,17.0,7665.0,17619.0,3.0,5.096692507397447,9.0,极恶劣天气,1,17.619,2.129166666666667
14315,10012508,2020-02-07,route,1581070145.0,2.812074734559593,0.4188397263346792,0.7777777777777778,5.652759084791387,743.0,2,0.7777777777777778,1.4488156352923758,1.3402871242709735,0.5966925073974467,0.09421265141318977,0.39256029431802697,1.1715481171548119,2.7108348018951123,0,dinner_peak,0.6649282189322566,7.0,4458.0,5975.0,3.0,5.096692507397447,9.0,正常天气,2,23.594,3.3675
14316,10012508,2020-02-07,route,1581076204.0,3.8457214241099313,0.6152404747033103,1.0,12.367270455965022,320.2,10,1.0,1.3485878955796138,1.9687695190505934,0.5966925073974467,0.2061211742660837,0.42087176704648216,1.7449238578680202,3.1360069007913567,0,night,0.5078076202373516,11.0,3202.0,6304.0,3.0,5.096692507397447,9.0,正常天气,3,29.898,4.256944444444445
14317,10037225,2020-02-07,route,1581042519.0,4.0325164293537785,0.6775054764512596,1.0,8.674698795180724,456.5,5,1.0,1.3485878955796138,2.1680175246440307,0.5140931184033803,0.14457831325301207,0.39712097200211305,1.1114479135091442,2.9242585223147683,0,day_off_peak,0.4579956188389923,11.0,4565.0,9897.0,2.0,4.51409311840338,9.0,极恶劣天气,1,9.897,1.2680555555555555
14318,10037225,2020-02-07,route,1581047319.0,3.5410573678290214,0.5136857892763405,1.0,12.148481439820022,333.375,4,1.0,1.392147223231726,1.6437945256842894,0.5140931184033803,0.20247469066366702,0.4253393665158371,2.0529197080291968,1.5936435038990329,0,lunch_peak,0.5890513685789276,9.0,2667.0,4384.0,2.0,4.51409311840338,9.0,正常天气,2,14.281,2.008888888888889
14319,10038649,2020-02-07,route,1581043693.0,3.874453159522757,0.8248177198409191,0.7,11.135660627485638,377.1666666666667,6,0.7,1.4488156352923758,2.6394167034909413,0.59955577549864,0.1855943437914273,0.4733535024435653,1.1719403984597354,1.9891593526109828,0,day_off_peak,0.3401458241272647,7.0,2263.0,5973.0,2.0,4.59955577549864,10.0,极恶劣天气,1,5.973,0.6286111111111111
14320,10038649,2020-02-07,route,1581069553.0,4.685515586567754,0.8951718621892514,1.0,12.394067796610168,314.6666666666667,9,1.0,1.3143204862733702,2.8645499590056045,0.59955577549864,0.2065677966101695,0.5287657556470735,1.2018630009736742,10.0,0,dinner_peak,0.2838625102485989,13.0,3776.0,10816.540645205163,2.0,4.59955577549864,10.0,正常天气,2,16.78954064520516,1.6775
14321,10038653,2020-02-07,route,1581041053.0,3.5349874528369045,0.7540867267032106,0.6363636363636364,9.866875489428347,425.6666666666667,6,0.6363636363636364,1.4488156352923758,2.413077525450274,-0.19683182901051843,0.16444792482380577,0.43558011049723755,1.1358104819081616,3.5307044679724826,0,day_off_peak,0.39673061863743153,7.0,2554.0,6163.0,3.0,4.303168170989482,11.0,极恶劣天气,1,6.163,0.7094444444444444
14322,10038653,2020-02-07,route,1581054193.0,3.7878707216973826,0.9595932708688245,0.45454545454545453,7.66609880749574,587.0,2,0.45454545454545453,1.5219280944545537,3.0706984667802386,-0.19683182901051843,0.12776831345826234,0.5726246814706953,0.6934812760055479,2.6560356250270933,0,day_off_peak,0.23232538330494035,5.0,2348.0,7210.0,3.0,4.303168170989482,11.0,正常天气,2,13.373,1.3616666666666666
14323,10038653,2020-02-07,route,1581068713.0,3.200163121557985,0.7636907374890254,0.45454545454545453,7.9016681299385425,569.5,2,0.45454545454545453,1.5219280944545537,2.4438103599648815,-0.19683182901051843,0.13169446883230904,0.5154222505849819,0.8981498113885396,2.6045870583291517,0,dinner_peak,0.3890474100087796,5.0,2278.0,5567.0,3.0,4.303168170989482,11.0,正常天气,3,18.94,1.9944444444444445
14324,10038653,2020-02-07,route,1581071053.0,4.659090909090909,1.25,0.45454545454545453,18.907563025210084,238.0,5,0.45454545454545453,1.5219280944545537,5.069327731092437,-0.19683182901051843,0.31512605042016806,0.6710435383552177,1.0360547036883547,3.0029401772223427,0,dinner_peak,0.0,5.0,952.0,4826.0,3.0,4.303168170989482,11.0,正常天气,4,23.766,2.258888888888889
