route_id,courier_id,date,feature_type,route_start_time,dsi,speed_strain,load_strain,order_rate,avg_interval,continuous_orders,load_intensity,act_entropy,avg_speed,spd_dev,task_density,nav_ratio,task_per_km,route_curvature,weather_score,time_period,congestion_index,no_act,r_dur_all,r_dis_all,rider_lvl,rider_spd,max_load,weather_raw,acc_orders_today,acc_distance_today,acc_time_today
39480,10007871,2020-02-17,route,1581916574.0,3.9358628659476116,1.0089239856189007,0.45454545454545453,9.244992295839753,486.75,4,0.45454545454545453,1.5219280944545537,3.2285567539804827,1.521491469452359,0.15408320493066255,0.5575,0.7954183900731785,3.616783482816537,0,day_off_peak,0.19286081150487933,5.0,1947.0,6286.0,2.0,5.521491469452359,11.0,正常天气,1,6.286,0.5408333333333334
39481,10007871,2020-02-17,route,1581923894.0,3.421872628623462,0.8375939065108513,0.45454545454545453,15.025041736227045,299.5,4,0.45454545454545453,1.5219280944545537,2.6803005008347247,1.521491469452359,0.25041736227045075,0.668327796234773,1.5571473061351604,1.6488331852014775,0,day_off_peak,0.3299248747913188,5.0,1198.0,3211.0,2.0,5.521491469452359,11.0,正常天气,2,9.497,0.8736111111111111
39482,10007871,2020-02-17,route,1581926534.0,2.622989463694764,0.5712995182012848,0.45454545454545453,9.635974304068524,467.0,4,0.45454545454545453,1.5219280944545537,1.8281584582441113,1.521491469452359,0.16059957173447537,0.48497380755445274,1.4641288433382138,2.9722588923393745,0,day_off_peak,0.5429603854389722,5.0,1868.0,3415.0,2.0,5.521491469452359,11.0,正常天气,3,12.912,1.3925
39483,10007871,2020-02-17,route,1581929774.0,3.272647247119078,0.7878521126760563,0.45454545454545453,15.845070422535212,284.0,5,0.45454545454545453,1.5219280944545537,2.5211267605633805,1.521491469452359,0.2640845070422535,0.6151761517615176,1.7458100558659218,2.0329142562005007,0,day_off_peak,0.3697183098591549,5.0,1136.0,2864.0,2.0,5.521491469452359,11.0,正常天气,4,15.776,1.7080555555555557
39484,10007871,2020-02-17,route,1581940153.0,2.4431818181818183,0.5113636363636364,0.45454545454545453,11.857707509881422,379.5,4,0.45454545454545453,1.5219280944545537,1.6363636363636365,1.521491469452359,0.1976284584980237,0.39618138424821003,2.0128824476650564,3.459725624630514,0,night,0.5909090909090908,5.0,1518.0,2484.0,2.0,5.521491469452359,11.0,正常天气,5,18.26,2.129722222222222
39485,10012191,2020-02-17,route,1581908329.0,3.329245780590717,0.7764152601969057,0.5,12.658227848101266,355.5,4,0.5,1.5219280944545537,2.4845288326300983,1.1169839839244968,0.2109704641350211,0.5294506949040371,1.4152278516841212,2.012400811567237,0,day_off_peak,0.37886779184247543,5.0,1422.0,3533.0,3.0,5.616983983924497,10.0,正常天气,1,3.533,0.395
39486,10012191,2020-02-17,route,1581910070.0,4.481403459821428,1.0271344866071428,0.7,9.375,448.0,5,0.7,1.4488156352923758,3.286830357142857,1.1169839839244968,0.15625,0.5885504362467473,0.7923033389926428,3.3437526926733927,0,lunch_peak,0.1782924107142857,7.0,2688.0,8835.0,3.0,5.616983983924497,10.0,正常天气,2,12.368,1.1416666666666666
39487,10012191,2020-02-17,route,1581913489.0,3.579615825688073,0.726538608562691,0.7,9.63302752293578,436.0,4,0.7,1.4488156352923758,2.3249235474006116,1.1169839839244968,0.1605504587155963,0.45271966527196655,1.1509371917132523,2.3589696820537407,0,lunch_peak,0.4187691131498471,7.0,2616.0,6082.0,3.0,5.616983983924497,10.0,正常天气,3,18.45,1.8683333333333334
39488,10012191,2020-02-17,route,1581919969.0,4.795451022938623,0.9318170076462078,1.0,8.183508989460632,483.9,4,1.0,1.3485878955796138,2.9818144244678653,1.1169839839244968,0.13639181649101054,0.4955170975813178,0.7623535934576201,10.0,0,day_off_peak,0.2545463938830337,11.0,4839.0,14429.0,3.0,5.616983983924497,10.0,正常天气,4,32.879,3.2125
39489,10012191,2020-02-17,route,1581932029.0,4.146158854166667,1.0487196180555556,0.5,10.416666666666668,432.0,3,0.5,1.5219280944545537,3.3559027777777777,1.1169839839244968,0.1736111111111111,0.5956948993916705,0.862217623728229,2.079150733157377,0,dinner_peak,0.16102430555555558,5.0,1728.0,5799.0,3.0,5.616983983924497,10.0,正常天气,5,38.678,3.6925
39490,10012191,2020-02-17,route,1581934069.0,4.944282799274486,0.981427599758162,1.0,11.970979443772672,330.8,11,1.0,1.3485878955796138,3.1405683192261185,1.1169839839244968,0.19951632406287786,0.5583444592790388,1.0588122052170565,7.083905013503034,0,dinner_peak,0.2148579201934704,11.0,3308.0,10389.0,3.0,5.616983983924497,10.0,正常天气,6,49.067,4.6113888888888885
39491,10012191,2020-02-17,route,1581941028.0,5.081868276043034,1.0272894253476776,1.0,10.390973497769613,381.1,6,1.0,1.3485878955796138,3.287326161112569,1.1169839839244968,0.17318289162949357,0.5857158386781172,0.8780332056194124,7.032949261476317,0,night,0.1781684597218578,11.0,3811.0,12528.0,3.0,5.616983983924497,10.0,正常天气,7,61.595,5.67
39492,10012508,2020-02-17,route,1581900963.0,3.2888282319273356,0.5777575587905934,0.7777777777777778,14.109742441209406,297.6666666666667,7,0.7777777777777778,1.4488156352923758,1.8488241881298992,1.672824642970066,0.23516237402015677,0.3695728909283445,2.1199273167777104,10.0,0,morning_peak,0.5377939529675252,7.0,1786.0,3302.0,3.0,6.172824642970066,9.0,正常天气,1,3.302,0.4961111111111111
39493,10012508,2020-02-17,route,1581905284.0,2.0449074074074076,0.31126543209876545,0.5555555555555556,8.88888888888889,506.25,4,0.5555555555555556,1.5219280944545537,0.9960493827160494,1.672824642970066,0.14814814814814814,0.20929324482623976,2.478929102627665,1.8869784534468947,0,day_off_peak,0.7509876543209877,5.0,2025.0,2017.0,3.0,6.172824642970066,9.0,正常天气,2,5.319,1.0586111111111112
