route_id,courier_id,date,feature_type,route_start_time,dsi,speed_strain,load_strain,order_rate,avg_interval,continuous_orders,load_intensity,act_entropy,avg_speed,spd_dev,task_density,nav_ratio,task_per_km,route_curvature,weather_score,time_period,congestion_index,no_act,r_dur_all,r_dis_all,rider_lvl,rider_spd,max_load,weather_raw,acc_orders_today,acc_distance_today,acc_time_today
16669,10007871,2020-02-08,route,1581132615.0,4.014855460385439,0.6716184867951464,1.0,9.421841541755889,420.3,5,1.0,1.3485878955796138,2.1491791577444683,1.254955035582861,0.15703069236259815,0.4228234001647899,1.217757112808591,5.1105603458454,0,lunch_peak,0.4627052105638829,11.0,4203.0,9033.0,2.0,5.254955035582861,11.0,正常天气,1,9.033,1.1675
16670,10007871,2020-02-08,route,1581137175.0,2.957682358694533,0.6828638165345412,0.45454545454545453,10.192525481313703,441.5,4,0.45454545454545453,1.5219280944545537,2.185164212910532,1.254955035582861,0.16987542468856173,0.5447280226862593,1.295672454003628,3.0141927198589484,0,lunch_peak,0.45370894677236695,5.0,1766.0,3859.0,2.0,5.254955035582861,11.0,正常天气,2,12.892,1.6580555555555556
16671,10012191,2020-02-08,route,1581131469.0,5.473066298342541,1.1576887661141806,1.0,12.596685082872929,301.6666666666667,8,1.0,1.2448406695391128,3.7046040515653775,0.8336858623887498,0.20994475138121546,0.5742845942767543,0.9445217737124677,6.778195885494862,0,lunch_peak,0.07384898710865562,19.0,5430.0,20116.0,3.0,5.33368586238875,10.0,正常天气,1,20.116,1.5083333333333333
16672,10012191,2020-02-08,route,1581145069.0,3.198101032448377,0.7327003441494592,0.5,8.849557522123895,508.5,4,0.5,1.5219280944545537,2.3446411012782695,0.8336858623887498,0.14749262536873156,0.4662818157963789,1.0484378276368211,5.838768041934328,0,day_off_peak,0.4138397246804326,5.0,2034.0,4769.0,3.0,5.33368586238875,10.0,正常天气,2,24.885,2.0733333333333333
16673,10012191,2020-02-08,route,1581150889.0,4.3538669064748206,0.7846223021582733,1.0,8.15347721822542,469.125,8,1.0,1.263933429052825,2.5107913669064748,0.8336858623887498,0.13589128697042366,0.4937272359368677,0.9020481799851428,4.3496831240944385,0,day_off_peak,0.3723021582733813,17.0,7506.0,18846.0,3.0,5.33368586238875,10.0,正常天气,3,43.731,4.158333333333333
16674,10012191,2020-02-08,route,1581163728.0,3.623553534148524,0.6078511780495078,0.9,9.662988368625111,419.125,8,0.9,1.392147223231726,1.9451237697584254,0.8336858623887498,0.16104980614375186,0.39158047541281077,1.3799448022079117,4.103059986151607,0,night,0.5137190575603936,9.0,3353.0,6522.0,3.0,5.33368586238875,10.0,正常天气,4,50.253,5.089722222222222
16675,10012191,2020-02-08,route,1581167868.0,4.582180851063829,0.8607269503546099,1.0,11.23404255319149,352.5,10,1.0,1.3485878955796138,2.7543262411347516,0.8336858623887498,0.18723404255319148,0.47770040005926806,1.1329694098259346,10.0,0,night,0.3114184397163121,11.0,3525.0,9709.0,3.0,5.33368586238875,10.0,正常天气,5,59.962,6.068888888888889
16676,10012508,2020-02-08,route,1581138484.0,3.084636983553951,0.6578419574809466,0.5555555555555556,7.2202166064981945,623.25,2,0.5555555555555556,1.5219280944545537,2.105094263939029,1.2133982182096856,0.12033694344163659,0.5025937749401437,0.9527439024390244,2.051424801625557,0,day_off_peak,0.4737264340152427,5.0,2493.0,5248.0,3.0,5.713398218209686,9.0,正常天气,1,5.248,0.6925
16677,10012508,2020-02-08,route,1581146404.0,2.005789603350579,0.2982261640798226,0.5555555555555556,7.982261640798226,563.75,4,0.5555555555555556,1.5219280944545537,0.9543237250554324,1.2133982182096856,0.13303769401330376,0.2202627939142462,2.323420074349442,1.847634934563925,0,day_off_peak,0.761419068736142,5.0,2255.0,2152.0,3.0,5.713398218209686,9.0,正常天气,2,7.4,1.318888888888889
16678,10012508,2020-02-08,route,1581149464.0,2.8429341137036164,0.5772743341975017,0.5555555555555556,4.242281404666509,1060.75,3,0.5555555555555556,1.5219280944545537,1.8472778694320056,1.2133982182096856,0.07070469007777516,0.42985756517065304,0.6379178361826997,7.0455403982533475,0,day_off_peak,0.5381805326419986,5.0,4243.0,7838.0,3.0,5.713398218209686,9.0,正常天气,3,15.238,2.4975
