route_id,courier_id,date,feature_type,route_start_time,dsi,speed_strain,load_strain,order_rate,avg_interval,continuous_orders,load_intensity,act_entropy,avg_speed,spd_dev,task_density,nav_ratio,task_per_km,route_curvature,weather_score,time_period,congestion_index,no_act,r_dur_all,r_dis_all,rider_lvl,rider_spd,max_load,weather_raw,acc_orders_today,acc_distance_today,acc_time_today
5041,10007871,2020-02-03,route,1580699174.0,4.001558469475494,0.6671861564918314,1.0,10.06018916595013,387.6666666666667,6,1.0,1.3143204862733702,2.1349957007738607,0.27810712473566834,0.16766981943250214,0.4252532740301458,1.3089005235602094,4.781975043301235,0,lunch_peak,0.4662510748065348,13.0,4652.0,9932.0,3.0,4.778107124735668,11.0,正常天气,1,9.932,1.2922222222222222
5042,10007871,2020-02-03,route,1580704754.0,3.869693292144748,0.8656553398058252,0.6363636363636364,9.78640776699029,429.1666666666667,7,0.6363636363636364,1.4488156352923758,2.7700970873786406,0.27810712473566834,0.16310679611650486,0.5098972211648268,0.9813542688910697,7.044794500707039,0,lunch_peak,0.30747572815533986,7.0,2575.0,7133.0,3.0,4.778107124735668,11.0,正常天气,2,17.065,2.0075
5043,10007871,2020-02-03,route,1580707574.0,3.913583208007052,1.0014974329720479,0.45454545454545453,10.268111808328579,438.25,4,0.45454545454545453,1.5219280944545537,3.204791785510553,0.27810712473566834,0.17113519680547634,0.489070241911979,0.8899964400142399,2.915196130174418,0,day_off_peak,0.1988020536223617,5.0,1753.0,5618.0,3.0,4.778107124735668,11.0,正常天气,3,22.683,2.4944444444444445
5044,10012191,2020-02-03,route,1580697949.0,5.285762032085561,1.0952540106951871,1.0,9.62566844919786,400.7142857142857,7,1.0,1.2866926679219461,3.504812834224599,0.16803966124811875,0.16042780748663102,0.5396734224993845,0.7628928898382668,10.0,0,day_off_peak,0.12379679144385025,15.0,5610.0,19662.0,3.0,4.668039661248119,10.0,正常天气,1,19.662,1.5583333333333333
5045,10012191,2020-02-03,route,1580703589.0,3.576559020044543,0.8588530066815143,0.5,10.022271714922049,449.0,3,0.5,1.5219280944545537,2.7483296213808464,0.16803966124811875,0.16703786191536749,0.4617920287683548,1.012965964343598,2.4274344179255314,0,lunch_peak,0.3129175946547884,5.0,1796.0,4936.0,3.0,4.668039661248119,10.0,正常天气,2,24.598,2.0572222222222223
5046,10012191,2020-02-03,route,1580705749.0,3.831300133689839,0.9437667112299465,0.5,8.02139037433155,561.0,4,0.5,1.5219280944545537,3.020053475935829,0.16803966124811875,0.13368983957219252,0.5019973368841545,0.7377895824110964,2.6792301149697844,0,lunch_peak,0.2449866310160428,5.0,2244.0,6777.0,3.0,4.668039661248119,10.0,正常天气,3,31.375,2.6805555555555554
5047,10012191,2020-02-03,route,1580718829.0,4.370867219268063,0.8569557397560211,0.9,10.134501094776352,399.625,8,0.9,1.392147223231726,2.742258367219268,0.16803966124811875,0.16890835157960588,0.5207615050217359,1.0265769362381658,3.763878667123006,0,day_off_peak,0.314435408195183,9.0,3197.0,8767.0,3.0,4.668039661248119,10.0,正常天气,4,40.142,3.568611111111111
5048,10012191,2020-02-03,route,1580724410.0,5.198474702380952,1.066158234126984,1.0,6.5476190476190474,604.8,6,1.0,1.3485878955796138,3.4117063492063493,0.16803966124811875,0.10912698412698413,0.5343035343035343,0.53310070757003,10.0,0,dinner_peak,0.14707341269841268,11.0,6048.0,20634.0,3.0,4.668039661248119,10.0,正常天气,5,60.776,5.248611111111111
5049,10012191,2020-02-03,route,1580730649.0,3.4012445887445883,0.800414862914863,0.5,12.987012987012987,346.5,4,0.5,1.5219280944545537,2.5613275613275612,0.16803966124811875,0.21645021645021645,0.5269624573378839,1.4084507042253522,2.052074097647607,0,night,0.3596681096681097,5.0,1386.0,3550.0,3.0,4.668039661248119,10.0,正常天气,6,64.326,5.633611111111111
5050,10012191,2020-02-03,route,1580738208.0,4.522111913357401,1.1740373044524668,0.5,21.660649819494584,207.75,5,0.5,1.5219280944545537,3.756919374247894,0.16803966124811875,0.36101083032490977,0.6474331777683496,1.6015374759769379,2.997878770748348,0,night,0.060770156438026524,5.0,831.0,3122.0,3.0,4.668039661248119,10.0,正常天气,7,67.448,5.864444444444445
