route_id,courier_id,date,feature_type,route_start_time,dsi,speed_strain,load_strain,order_rate,avg_interval,continuous_orders,load_intensity,act_entropy,avg_speed,spd_dev,task_density,nav_ratio,task_per_km,route_curvature,weather_score,time_period,congestion_index,no_act,r_dur_all,r_dis_all,rider_lvl,rider_spd,max_load,weather_raw,acc_orders_today,acc_distance_today,acc_time_today
45633,10007871,2020-02-19,route,1582082174.0,4.52251578145407,0.8408385938180234,1.0,16.456247279059642,229.7,20,1.0,1.2285763795960827,2.690683500217675,0.8956239935303882,0.2742707879843274,0.615275102587723,1.6988916754307903,5.606319586123207,0,lunch_peak,0.3273291249455812,21.0,4594.0,12361.0,3.0,5.395623993530388,11.0,正常天气,1,12.361,1.2761111111111112
45634,10007871,2020-02-19,route,1582087095.0,1.893737911025145,0.328215667311412,0.45454545454545453,8.704061895551257,517.0,4,0.45454545454545453,1.5219280944545537,1.0502901353965184,0.8956239935303882,0.1450676982591876,0.38870824711794266,2.302025782688766,2.2444822189685674,0,lunch_peak,0.7374274661508704,5.0,2068.0,2172.0,3.0,5.395623993530388,11.0,正常天气,2,14.533,1.8505555555555555
45635,10007871,2020-02-19,route,1582094714.0,2.031017138599106,0.3739754098360656,0.45454545454545453,4.339440694310511,1037.0,3,0.45454545454545453,1.5219280944545537,1.1967213114754098,0.8956239935303882,0.07232401157184185,0.49371414622238496,1.007252215954875,10.0,0,day_off_peak,0.7008196721311475,5.0,4148.0,4964.0,3.0,5.395623993530388,11.0,正常天气,3,19.497,3.0027777777777778
45636,10007871,2020-02-19,route,1582100594.0,4.3552427685950414,1.0275051652892562,0.6363636363636364,10.413223140495868,403.3333333333333,6,0.6363636363636364,1.4488156352923758,3.28801652892562,0.8956239935303882,0.17355371900826444,0.5786908077994429,0.8797285409073772,6.040432035301324,0,day_off_peak,0.177995867768595,7.0,2420.0,7957.0,3.0,5.395623993530388,11.0,正常天气,4,27.454,3.675
45637,10007871,2020-02-19,route,1582103234.0,2.0173883228840124,0.3694324712643678,0.45454545454545453,10.344827586206897,435.0,4,0.45454545454545453,1.5219280944545537,1.182183908045977,0.8956239935303882,0.1724137931034483,0.3812233285917496,2.430724355858046,1.9173002163944954,0,dinner_peak,0.7044540229885057,5.0,1740.0,2057.0,3.0,5.395623993530388,11.0,正常天气,5,29.511,4.158333333333333
45638,10007871,2020-02-19,route,1582105455.0,4.085667777104785,0.6952225923682616,1.0,16.353725015142338,235.85714285714286,10,1.0,1.2866926679219461,2.2247122955784375,0.8956239935303882,0.27256208358570566,0.4553851228764638,2.0419275796351757,3.7491729722562748,0,dinner_peak,0.4438219261053906,15.0,3302.0,7346.0,3.0,5.395623993530388,11.0,正常天气,6,36.857,5.075555555555556
45639,10007871,2020-02-19,route,1582109054.0,4.70335914085914,1.143543956043956,0.6363636363636364,16.289592760180994,257.8333333333333,4,0.6363636363636364,1.4488156352923758,3.659340659340659,0.8956239935303882,0.27149321266968324,0.47754137115839246,1.2365306482953542,4.702114328975807,0,dinner_peak,0.0851648351648352,7.0,1547.0,5661.0,3.0,5.395623993530388,11.0,正常天气,7,42.518,5.505277777777778
45640,10007871,2020-02-19,route,1582110314.0,4.90130428446517,0.9671014281550567,1.0,11.541824540950161,343.1,10,1.0,1.3485878955796138,3.094724570096182,0.8956239935303882,0.19236374234916934,0.5308354984274579,1.0359766434356752,5.353264364581216,0,night,0.22631885747595448,11.0,3431.0,10618.0,3.0,5.395623993530388,11.0,正常天气,8,53.136,6.458333333333333
45641,10012191,2020-02-19,route,1582076749.0,3.509052613480055,0.703017537826685,0.7,17.33149931224209,242.33333333333334,6,0.7,1.4488156352923758,2.249656121045392,1.022638499699056,0.2888583218707015,0.5054421768707483,2.140018343014369,2.1414853938759553,0,morning_peak,0.43758596973865205,7.0,1454.0,3271.0,3.0,5.522638499699056,10.0,正常天气,1,3.271,0.4038888888888889
45642,10012191,2020-02-19,route,1582079029.0,2.6373980112187656,0.5457993370729219,0.5,9.178990311065784,490.25,4,0.5,1.5219280944545537,1.7465578786333504,1.022638499699056,0.1529831718510964,0.41022556390977444,1.4598540145985401,1.7071038982707112,0,day_off_peak,0.5633605303416624,5.0,1961.0,3425.0,3.0,5.522638499699056,10.0,正常天气,2,6.696,0.9486111111111111
45643,10012191,2020-02-19,route,1582081429.0,4.514238489724391,0.8380794965747969,1.0,16.63214911581966,224.17857142857142,28,1.0,1.1819141733977665,2.68185438903935,1.022638499699056,0.277202485263661,0.5434244981088159,1.7227040513247,7.076360612291136,0,lunch_peak,0.3295364027401625,29.0,6277.0,16834.0,3.0,5.522638499699056,10.0,正常天气,3,23.53,2.692222222222222
45644,10012191,2020-02-19,route,1582089469.0,4.623951301832209,0.941317100610736,0.9,10.414657666345226,388.875,6,0.9,1.392147223231726,3.0122147219543556,1.022638499699056,0.17357762777242045,0.5609033168666197,0.9604097748372639,4.662032664824388,0,day_off_peak,0.2469463195114111,9.0,3111.0,9371.0,3.0,5.522638499699056,10.0,正常天气,4,32.901,3.556388888888889
45645,10012191,2020-02-19,route,1582092949.0,4.75,1.2499999999999998,0.5,24.861878453038674,181.0,5,0.5,1.5219280944545537,4.245856353591161,1.022638499699056,0.4143646408839779,0.7181782794861814,1.6265452179570592,2.1458277070158926,0,day_off_peak,0.0,5.0,724.0,3074.0,3.0,5.522638499699056,10.0,正常天气,5,35.975,3.7575
45646,10012191,2020-02-19,route,1582103149.0,3.7867810319306408,0.5955936773102135,1.0,9.896384013533517,394.0833333333333,6,1.0,1.3143204862733702,1.9058997673926834,1.022638499699056,0.16493973355889194,0.49275984125281563,1.4423610340619106,3.538403090120687,0,dinner_peak,0.5235250581518291,13.0,4729.0,9013.0,3.0,5.522638499699056,10.0,正常天气,6,44.988,5.071111111111111
45647,10012191,2020-02-19,route,1582108249.0,3.2024914821124364,0.6008304940374787,0.7,8.58603066439523,489.1666666666667,6,0.7,1.4488156352923758,1.9226575809199318,1.022638499699056,0.14310051107325383,0.4863493174658733,1.240474924685451,10.0,0,dinner_peak,0.5193356047700171,7.0,2935.0,5643.0,3.0,5.522638499699056,10.0,正常天气,7,50.631,5.886388888888889
